"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,"Found dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Description)",is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Plague Deaths",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible,"Increase/Decrease in Plague Deaths",is_missing,is_illegible,"Parishes Clear of the Plague",is_missing,is_illegible,"Parishes Infected (with Plague)",is_missing,is_illegible
16608,35103,5190,1,1659,,,1,,,"Bodleian -1659-01-recto",,,13,,,December,,,20,,,December,,,2,,,31,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,83,,,25,,,1,,,,,,,,,25,,,1,,,"Drowned at Katherins Tower",,,,,,,,,,,,30,,,1,,,8,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,16,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,9,,,8,,,,,,1,,,,,,,,,,,,6,,,2,,,,,,,,,1,,,3,,,,,,,,,,,,6,,,,,,9,,,,,,,,,3,,,4,,,,,,,,,22,,,1,,,11,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,7,,,1,,,"Shot at Michael Cornhill",,,,,,,,,1,,,Bruised,,,66,,,60,,,126,,,179,,,167,,,346,,,1,,,74,,,,1,,122,,,1,,
16615,35104,5191,1,1659,,,1,,,"Bodleian -1659-01-recto",,,13,,,December,,,20,,,December,,,2,,,31,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,83,,,25,,,1,,,,,,,,,25,,,1,,,"Drowned at Katherins Tower",,,,,,,,,,,,30,,,1,,,8,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,16,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,9,,,8,,,,,,1,,,,,,,,,,,,6,,,2,,,,,,,,,1,,,3,,,,,,,,,,,,6,,,,,,9,,,,,,,,,3,,,4,,,,,,,,,22,,,1,,,11,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,7,,,1,,,"Shot at Michael Cornhill",,,,,,,,,1,,,Bruised,,,66,,,60,,,126,,,179,,,167,,,346,,,1,,,74,,,,,,122,,,1,,
16616,35105,5192,1,1659,,,2,,,"Bodleian -1659-02-recto",,,20,,,December,,,27,,,December,,,,,,40,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,6,,,,,,1,,,65,,,44,,,,,,,,,,,,27,,,,,,,,,,,,,,,1,,,34,,,,,,4,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,,,,4,,,14,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,2,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,3,,,,,,,,,,,,6,,,1,,,8,,,,,,,,,1,,,2,,,,,,,,,17,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,65,,,62,,,127,,,179,,,148,,,327,,,0,,,-19,,,,1,,130,,,0,,
16617,35106,5193,1,1659,,,3,,,"Bodleian -1659-03-recto",,,27,,,December,,,3,,,January,,,3,,,19,,,2,,,1,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,2,,,11,,,2,,,,,,85,,,30,,,1,,,,,,,,,25,,,,,,,,,,,,,,,,,,34,,,1,,,8,,,,1,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,4,,,19,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,12,,,3,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,3,,,4,,,,,,,,,26,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,1,,,"Burnt at Alhallows Barking",,,71,,,58,,,129,,,180,,,171,,,351,,,1,,,24,,,,1,,129,,,1,,
16618,35107,5194,1,1659,,,4,,,"Bodleian -1659-04-recto",,,3,,,January,,,10,,,January,,,,,,32,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,12,,,,,,,,,78,,,29,,,2,,,,,,,,,23,,,,,,,,,,,,,,,,,,28,,,,,,8,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,10,,,9,,,1,,,2,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,,9,,,1,,,,,,2,,,2,,,,,,,,,26,,,1,,,12,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,2,,,"Sore legge 1, Tetter 1",,,62,,,69,,,131,,,183,,,158,,,341,,,1,,,-11,,,,1,,129,,,1,,
16619,35108,5195,1,1659,,,5,,,"Bodleian -1659-05-recto",,,10,,,January,,,17,,,January,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,7,,,,,,,,,66,,,18,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,32,,,,,,6,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,11,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,6,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,6,,,,,,,,,,,,4,,,,,,,,,20,,,,,,9,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,2,,,1,,,"Kild by a fall at Mary White-chappell",,,,,,,,,1,,,"Burnt at Maudlins Oldfish-street",,,61,,,53,,,114,,,145,,,141,,,286,,,0,,,-55,,,,1,,130,,,0,,
16620,35109,5196,1,1659,,,6,,,"Bodleian -1659-06-recto",,,17,,,January,,,24,,,January,,,2,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,,,,,,,,,71,,,20,,,1,,,,,,,,,21,,,,,,,,,,,,,,,,,,27,,,,,,5,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,13,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,12,,,7,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,6,,,1,,,4,,,,,,,,,,,,3,,,,,,,,,19,,,1,,,3,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,1,,,1,,,"Slain at Clement Danes",,,,,,,,,,,,,,,58,,,49,,,107,,,141,,,137,,,278,,,0,,,-8,,,,1,,130,,,0,,
16621,35110,5197,1,1659,,,7,,,"Bodleian -1659-07-recto",,,24,,,January,,,31,,,January,,,,,,27,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,12,,,,,,,,,86,,,13,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,26,,,,,,7,,,,1,,1,,,1,,,"Found dead in the Fields at Martins in the Fields",,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,4,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,5,,,1,,,,,,,,,7,,,,,,,,,21,,,,,,7,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,4,,,2,,,"Kild two, one with a Pistoll at Bartholomews the Great, and one with a Pistoll at Mary Whitechappell",,,2,,,"Hanged himselfe at Mary Woolnoth 1, Poysoned herself at Andrewes Holborn 1",,,,,,,,,62,,,51,,,113,,,164,,,132,,,296,,,0,,,18,,,,1,,130,,,0,,
16622,35111,5198,1,1659,,,8,,,"Bodleian -1659-08-recto",,,31,,,January,,,7,,,February,,,1,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,7,,,,,,,,,69,,,20,,,1,,,,,,,,,24,,,1,,,"Drowned at Saviors Southwark",,,1,,,,,,,,,30,,,,,,5,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,1,,,13,,,,,,,,,3,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,,12,,,2,,,8,,,1,,,,,,1,,,3,,,,,,,,,20,,,1,,,8,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,1,,,"Found murthered an Infant at Andrews Holborn 1",,,,,,,,,1,,,"Frighted 1",,,63,,,56,,,119,,,152,,,149,,,301,,,0,,,5,,,,1,,130,,,0,,
16623,35112,5199,1,1659,,,9,,,"Bodleian -1659-09-recto",,,7,,,February,,,14,,,February,,,1,,,28,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,5,,,,,,,,,60,,,19,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,33,,,,,,6,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,11,,,1,,,4,,,1,,,,,,,,,2,,,,,,,,,15,,,1,,,4,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,1,,,"Shot himself at Christophers",,,,,,,,,59,,,52,,,111,,,136,,,125,,,261,,,0,,,-40,,,,1,,130,,,0,,
